model,trade_date,confidence,pred,label,return_rate,title
RF_v3,2024-12-18,0.8466666666666667,1,0,-0.0138248847926267,#分享 今年只操作台積電獲利分享
RF_v3,2024-12-18,0.8366666666666667,1,0,-0.0138248847926267,論， intel1.8奈米 ，正式超越台積電
RF_v3,2024-12-18,0.83,1,0,-0.0138248847926267,[情報] 113/12/18 八大公股銀行買賣超排行
RF_v3,2024-12-18,0.8266666666666667,1,0,-0.0138248847926267,[情報] 113年12月18日信用交易統計
RF_v3,2024-12-18,0.82,1,0,-0.0138248847926267,"#分享 2024/12/18 晨間分析
評價高檔，上檔承壓，擇強嚴守技術面短打應對"
RF_v3,2024-11-12,0.8066666666666666,1,0,-0.0142857142857142,CoWoS設備尖兵10月居高表現，明年續擁動能
RF_v3,2024-12-18,0.8066666666666666,1,0,-0.0138248847926267,韓國命脈崩壞！三星手機晶片恐變「台灣製造」 求助台積電
RF_v3,2024-11-15,0.8033333333333333,1,0,-0.0096618357487922,【公告】台積電代子公司 TSMC Global Ltd. 取得固定收益證券
RF_v3,2025-02-11,0.8033333333333333,1,0,-0.009009009009009,需求旺 光通訊廠元月業績靚
RF_v3,2024-11-15,0.8,1,0,-0.0096618357487922,操盤心法－川普政策擔憂增 台灣AI server仍佔要角
NB_v3,2024-11-07,0.7887607533117705,0,1,0.0234741784037558,#請益 川普當選 台積電挺得住吧？
NB_v3,2024-11-07,0.7655471669769716,0,1,0.0234741784037558,#請益 川普當選 台積電挺得住吧？
NB_v3,2025-01-21,0.7617580322325522,0,1,0.0133928571428571,#請益 #台積電1100元 還可以加碼嗎?
NB_v3,2024-11-21,0.7567033544710016,0,1,0.0297029702970297,#請益 從8月被套到現在，不知道該怎麼辦
NB_v3,2025-02-14,0.7518982172287839,0,1,0.0235849056603773,#請益 台積電怎麼辦
NB_v3,2024-11-29,0.7453023002096104,0,1,0.0391566265060241,#請益 台積電跌破1000該買嗎
NB_v3,2024-12-02,0.7453023002096104,0,1,0.0193236714975845,#請益 台積電跌破1000該買嗎
NB_v3,2024-11-21,0.7446491086265554,0,1,0.0297029702970297,#請益 從8月被套到現在，不知道該怎麼辦
NB_v3,2025-01-15,0.7259704128639285,0,1,0.0375586854460093,#請益 這段時間大家是怎麼操作的？
NB_v3,2024-11-29,0.7160176001166821,0,1,0.0391566265060241,#請益 台積電跌破1000該買嗎
XGBoost_v3,2024-11-20,0.6258255034844351,1,0,-0.0146341463414634,《台北股市》外資20日賣超前十大 母雞獲利了結 鴻準失血4萬張
XGBoost_v3,2024-11-20,0.6258210022882689,1,0,-0.0146341463414634,先進封測2指標股 外資青睞
XGBoost_v3,2024-11-20,0.6258210022882689,1,0,-0.0146341463414634,AI撐長線 美股波動加劇免驚
XGBoost_v3,2024-11-20,0.6258210022882689,1,0,-0.0146341463414634,操盤心法－川普交易衝擊股市 關注輝達財報、營運展望
XGBoost_v3,2024-11-20,0.6258210022882689,1,0,-0.0146341463414634,季線有守，士氣大振 6大利多加持 台股再拚23K
XGBoost_v3,2024-11-20,0.6258210022882689,1,0,-0.0146341463414634,美股開低走高，科技股表現相對佳
XGBoost_v3,2024-11-20,0.6258210022882689,1,0,-0.0146341463414634,《各報要聞》季線有守，士氣大振 6大利多加持 台股再拚23K
XGBoost_v3,2024-11-20,0.6258210022882689,1,0,-0.0146341463414634,《熱門族群》先進封測2指標股 外資青睞
XGBoost_v3,2024-11-20,0.6258210022882689,1,0,-0.0146341463414634,《盤前掃瞄-國內消息》台伺服器廠SC24秀新品；中信金明年股利看2元
XGBoost_v3,2024-11-20,0.6258210022882689,1,0,-0.0146341463414634,【統一證券晨訊】回測季線止穩 觀察外資空單變化
Ensemble_v3,2024-12-18,0.6700879615172044,1,0,-0.0138248847926267,台積穩盤、航運揚帆！台股早盤開高走高 部分強勢股漲多回檔
Ensemble_v3,2024-12-18,0.6600829402682777,1,0,-0.0138248847926267,《晨間解盤》神山攀峰再等等 中小型股有戲唱
Ensemble_v3,2024-12-16,0.6574607893929355,1,0,-0.0092165898617511,[情報] 1216 上市櫃外資投信買超金額排行
Ensemble_v3,2025-02-03,0.6552215282672564,0,1,0.0233644859813084,台灣要擔心的不是台積電，而是美國的孤立主義
Ensemble_v3,2024-12-18,0.6543781919308016,1,0,-0.0138248847926267,【統一證券晨訊】提防台指期壓低結算 選股不選市
Ensemble_v3,2024-12-18,0.6528600264343113,1,0,-0.0138248847926267,台股開盤跌3點 台積電漲至1080元
Ensemble_v3,2024-12-16,0.6525952719192006,1,0,-0.0092165898617511,【量大強漲股整理】CPO走勢分歧，如何看待?機器人會是下一波的主流嗎?
Ensemble_v3,2024-12-18,0.6525092884911301,1,0,-0.0138248847926267,[情報] 113年12月18日信用交易統計
Ensemble_v3,2024-11-20,0.6523838278345151,1,0,-0.0146341463414634,永豐期貨：台積電殺尾盤，台股失守五日線，靜待輝達財報
Ensemble_v3,2024-12-18,0.6519916431844962,1,0,-0.0138248847926267,論， intel1.8奈米 ，正式超越台積電
